Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
PreAndPost,Chrome 126.0.0.0,,,24-06-2024 12:01:23,24-06-2024 12:07:10,5m - 47.317s,PASSED
,,,,,,,
Test Cases/Paper_STPWithAndWithoutAPI/PreAndPostRelease/LoginPage,Chrome 126.0.0.0,,,24-06-2024 12:01:23,24-06-2024 12:01:43,19.943s,PASSED
loginPage.LoginPage.login_Page(),Chrome 126.0.0.0,,,24-06-2024 12:01:24,24-06-2024 12:01:41,16.934s,PASSED
Video,Chrome 126.0.0.0,,,24-06-2024 12:01:43,24-06-2024 12:01:43,0.001s,PASSED
,,,,,,,
Test Cases/Paper_STPWithAndWithoutAPI/PreAndPostRelease/homepage,Chrome 126.0.0.0,,,24-06-2024 12:01:43,24-06-2024 12:02:35,51.785s,PASSED
autoLoanProtal.SelectManageLoans.selectToManageLoan(),Chrome 126.0.0.0,,,24-06-2024 12:01:43,24-06-2024 12:02:33,49.527s,PASSED
Video,Chrome 126.0.0.0,,,24-06-2024 12:02:35,24-06-2024 12:02:35,0.002s,PASSED
,,,,,,,
Test Cases/Paper_STPWithAndWithoutAPI/PreAndPostRelease/ApplicationPageForPreAndPost,Chrome 126.0.0.0,,,24-06-2024 12:02:35,24-06-2024 12:03:15,40.127s,PASSED
"tabSection.ApplicationSection.applicationSectionTab(show, sortBy)",Chrome 126.0.0.0,,,24-06-2024 12:02:35,24-06-2024 12:03:13,37.889s,PASSED
Video,Chrome 126.0.0.0,,,24-06-2024 12:03:15,24-06-2024 12:03:15,0.001s,PASSED
,,,,,,,
Test Cases/Paper_STPWithAndWithoutAPI/PreAndPostRelease/CustomerDetailForPreRelease,Chrome 126.0.0.0,,,24-06-2024 12:03:15,24-06-2024 12:03:25,9.654s,PASSED
tabSection.CustomerDetail.clientInformationForPreRelease(),Chrome 126.0.0.0,,,24-06-2024 12:03:15,24-06-2024 12:03:23,7.489s,PASSED
Video,Chrome 126.0.0.0,,,24-06-2024 12:03:25,24-06-2024 12:03:25,0.004s,PASSED
,,,,,,,
Test Cases/Paper_STPWithAndWithoutAPI/PreAndPostRelease/LoanInformation,Chrome 126.0.0.0,,,24-06-2024 12:03:25,24-06-2024 12:03:43,18.056s,PASSED
tabSection.LoanInformation.loanInfoForPrereleasePaperbasedWithWithout(),Chrome 126.0.0.0,,,24-06-2024 12:03:25,24-06-2024 12:03:41,15.904s,PASSED
Video,Chrome 126.0.0.0,,,24-06-2024 12:03:43,24-06-2024 12:03:43,0.001s,PASSED
,,,,,,,
Test Cases/Paper_STPWithAndWithoutAPI/PreAndPostRelease/DocumentChecklist,Chrome 126.0.0.0,,,24-06-2024 12:03:43,24-06-2024 12:05:32,1m - 49.488s,PASSED
tabSection.DocumentCheckList.documentCheckListForPreReleasePaperbased(),Chrome 126.0.0.0,,,24-06-2024 12:03:43,24-06-2024 12:05:30,1m - 47.261s,PASSED
Video,Chrome 126.0.0.0,,,24-06-2024 12:05:32,24-06-2024 12:05:32,0.002s,PASSED
,,,,,,,
Test Cases/Paper_STPWithAndWithoutAPI/PreAndPostRelease/CollateralInfo,Chrome 126.0.0.0,,,24-06-2024 12:05:32,24-06-2024 12:05:38,5.880s,PASSED
