Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
VouchingApproverCO,Chrome 126.0.0.0,,,27-06-2024 18:16:43,27-06-2024 18:18:09,1m - 25.541s,PASSED
,,,,,,,
Test Cases/NSTP_VouchingMRAC/VouchingApprover/loginPage,Chrome 126.0.0.0,,,27-06-2024 18:16:44,27-06-2024 18:17:08,24.088s,PASSED
vouchingApprover.LoginForibpsCOApprover.login(),Chrome 126.0.0.0,,,27-06-2024 18:16:45,27-06-2024 18:17:06,20.834s,PASSED
Video,Chrome 126.0.0.0,,,27-06-2024 18:17:08,27-06-2024 18:17:08,0.001s,PASSED
,,,,,,,
Test Cases/NSTP_VouchingMRAC/VouchingApprover/HomePage,Chrome 126.0.0.0,,,27-06-2024 18:17:08,27-06-2024 18:17:19,11.132s,PASSED
coApprover.HomePageForibpsCOApprover.COApproverCMG(),Chrome 126.0.0.0,,,27-06-2024 18:17:08,27-06-2024 18:17:17,8.870s,PASSED
Video,Chrome 126.0.0.0,,,27-06-2024 18:17:19,27-06-2024 18:17:19,0.002s,PASSED
,,,,,,,
Test Cases/NSTP_VouchingMRAC/VouchingApprover/clientInfo,Chrome 126.0.0.0,,,27-06-2024 18:17:19,27-06-2024 18:17:31,11.815s,PASSED
tabSection.CustomerDetail.clientInformationCommon(),Chrome 126.0.0.0,,,27-06-2024 18:17:19,27-06-2024 18:17:29,9.557s,PASSED
Video,Chrome 126.0.0.0,,,27-06-2024 18:17:31,27-06-2024 18:17:31,0.002s,PASSED
,,,,,,,
Test Cases/NSTP_VouchingMRAC/VouchingApprover/Vouching,Chrome 126.0.0.0,,,27-06-2024 18:17:31,27-06-2024 18:17:37,6.568s,PASSED
tabSection.vouching.vouchingApproverCMG(),Chrome 126.0.0.0,,,27-06-2024 18:17:31,27-06-2024 18:17:35,4.443s,PASSED
Video,Chrome 126.0.0.0,,,27-06-2024 18:17:37,27-06-2024 18:17:37,0.001s,PASSED
,,,,,,,
Test Cases/NSTP_VouchingMRAC/VouchingApprover/Action,Chrome 126.0.0.0,,,27-06-2024 18:17:37,27-06-2024 18:17:53,15.494s,PASSED
tabSection.Action.submitForAO(),Chrome 126.0.0.0,,,27-06-2024 18:17:37,27-06-2024 18:17:51,13.334s,PASSED
Video,Chrome 126.0.0.0,,,27-06-2024 18:17:53,27-06-2024 18:17:53,0.001s,PASSED
,,,,,,,
Test Cases/LogOut/logout,Chrome 126.0.0.0,,,27-06-2024 18:17:53,27-06-2024 18:18:09,16.150s,PASSED
signOutibps.SignOut.logout(),Chrome 126.0.0.0,,,27-06-2024 18:17:53,27-06-2024 18:18:07,13.973s,PASSED
Video,Chrome 126.0.0.0,,,27-06-2024 18:18:09,27-06-2024 18:18:09,0.002s,PASSED
