Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
PaperBasedPortal,Chrome 126.0.0.0,,,24-06-2024 14:13:29,24-06-2024 14:15:56,2m - 27.103s,PASSED
,,,,,,,
Test Cases/Paper_STPWithAndWithoutAPI/Portal/LoginPage,Chrome 126.0.0.0,,,24-06-2024 14:13:29,24-06-2024 14:13:51,22.521s,PASSED
loginPage.LoginPage.login_Page(),Chrome 126.0.0.0,,,24-06-2024 14:13:30,24-06-2024 14:13:49,19.155s,PASSED
Video,Chrome 126.0.0.0,,,24-06-2024 14:13:51,24-06-2024 14:13:51,0.003s,PASSED
,,,,,,,
Test Cases/Paper_STPWithAndWithoutAPI/Portal/HomePage,Chrome 126.0.0.0,,,24-06-2024 14:13:52,24-06-2024 14:13:58,6.763s,PASSED
homePage.homePage.homepage(),Chrome 126.0.0.0,,,24-06-2024 14:13:52,24-06-2024 14:13:56,4.536s,PASSED
Video,Chrome 126.0.0.0,,,24-06-2024 14:13:58,24-06-2024 14:13:58,0.002s,PASSED
,,,,,,,
Test Cases/Paper_STPWithAndWithoutAPI/Portal/SelectPaperBased,Chrome 126.0.0.0,,,24-06-2024 14:13:58,24-06-2024 14:14:08,10.149s,PASSED
paperBasedPortal.SelectPaperBased.paperBased(),Chrome 126.0.0.0,,,24-06-2024 14:13:59,24-06-2024 14:14:06,7.859s,PASSED
Video,Chrome 126.0.0.0,,,24-06-2024 14:14:08,24-06-2024 14:14:08,0.001s,PASSED
,,,,,,,
Test Cases/Paper_STPWithAndWithoutAPI/Portal/LetsgetStarted,Chrome 126.0.0.0,,,24-06-2024 14:14:08,24-06-2024 14:14:23,14.323s,PASSED
paperBasedPortal.letsGetStarted.letsGetStartedBtnFun(),Chrome 126.0.0.0,,,24-06-2024 14:14:09,24-06-2024 14:14:21,12.002s,PASSED
Video,Chrome 126.0.0.0,,,24-06-2024 14:14:23,24-06-2024 14:14:23,0.001s,PASSED
,,,,,,,
Test Cases/Paper_STPWithAndWithoutAPI/Portal/BorrowerDetail,Chrome 126.0.0.0,,,24-06-2024 14:14:23,24-06-2024 14:14:40,17.015s,PASSED
"paperBasedPortal.Borrower_Detail.borrower_Details(fst_Name, mid_Name, lst_Name, email, mob_Num, date, maritalStatus, suffix, residence)",Chrome 126.0.0.0,,,24-06-2024 14:14:23,24-06-2024 14:14:38,14.661s,PASSED
Video,Chrome 126.0.0.0,,,24-06-2024 14:14:40,24-06-2024 14:14:40,0.001s,PASSED
,,,,,,,
Test Cases/Paper_STPWithAndWithoutAPI/Portal/DocumentUploadPage,Chrome 126.0.0.0,,,24-06-2024 14:14:40,24-06-2024 14:15:44,1m - 4.421s,PASSED
paperBasedPortal.UploadYourDocuments.uploadYourDocumentsPage(),Chrome 126.0.0.0,,,24-06-2024 14:14:40,24-06-2024 14:15:42,1m - 2.139s,PASSED
Video,Chrome 126.0.0.0,,,24-06-2024 14:15:44,24-06-2024 14:15:44,0.001s,PASSED
,,,,,,,
Test Cases/Paper_STPWithAndWithoutAPI/Portal/SubmitPageForBackOffice,Chrome 126.0.0.0,,,24-06-2024 14:15:44,24-06-2024 14:15:56,11.178s,PASSED
paperBasedPortal.SubmitPage.proceedToPreReleaseFun(),Chrome 126.0.0.0,,,24-06-2024 14:15:45,24-06-2024 14:15:54,8.976s,PASSED
Video,Chrome 126.0.0.0,,,24-06-2024 14:15:56,24-06-2024 14:15:56,0.001s,PASSED
