Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
EncoderForWith,Chrome 126.0.0.0,,,23-06-2024 13:38:18,23-06-2024 13:50:21,12m - 3.782s,PASSED
,,,,,,,
Test Cases/Paper_STPWithAndWithoutAPI/Encoder/LoginPage,Chrome 126.0.0.0,,,23-06-2024 13:38:18,23-06-2024 13:39:06,48.127s,PASSED
encoder.LoginForibpsEncoder.login(),Chrome 126.0.0.0,,,23-06-2024 13:38:20,23-06-2024 13:39:04,44.267s,PASSED
Video,Chrome 126.0.0.0,,,23-06-2024 13:39:06,23-06-2024 13:39:06,0.003s,PASSED
,,,,,,,
Test Cases/Paper_STPWithAndWithoutAPI/Encoder/HomePage,Chrome 126.0.0.0,,,23-06-2024 13:39:06,23-06-2024 13:39:42,36.052s,PASSED
encoder.HomePageForibpsEncoder.selectResistration(),Chrome 126.0.0.0,,,23-06-2024 13:39:07,23-06-2024 13:39:40,33.299s,PASSED
Video,Chrome 126.0.0.0,,,23-06-2024 13:39:42,23-06-2024 13:39:42,0.003s,PASSED
,,,,,,,
Test Cases/Paper_STPWithAndWithoutAPI/Encoder/ClientInformationWithAPI,Chrome 126.0.0.0,,,23-06-2024 13:39:42,23-06-2024 13:42:46,3m - 3.067s,PASSED
tabSection.CustomerDetail.clientInformationForEncoderPaperBasedWith(),Chrome 126.0.0.0,,,23-06-2024 13:39:43,23-06-2024 13:42:43,3m - 0.060s,PASSED
Video,Chrome 126.0.0.0,,,23-06-2024 13:42:46,23-06-2024 13:42:46,0.002s,PASSED
,,,,,,,
Test Cases/Paper_STPWithAndWithoutAPI/Encoder/CollateralInformationWith,Chrome 126.0.0.0,,,23-06-2024 13:42:46,23-06-2024 13:43:06,20.063s,PASSED
tabSection.CollateralInformation.collateralInformationForEncoderPaperBasedWith(),Chrome 126.0.0.0,,,23-06-2024 13:42:46,23-06-2024 13:43:04,17.766s,PASSED
Video,Chrome 126.0.0.0,,,23-06-2024 13:43:06,23-06-2024 13:43:06,0.003s,PASSED
,,,,,,,
Test Cases/Paper_STPWithAndWithoutAPI/Encoder/LoanInformationWithAPI,Chrome 126.0.0.0,,,23-06-2024 13:43:06,23-06-2024 13:44:27,1m - 21.051s,PASSED
