Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
EncoderForWith,Chrome 126.0.0.0,,,24-06-2024 14:53:13,24-06-2024 15:00:36,7m - 22.992s,FAILED
,,,,,,,
Test Cases/Paper_STPWithAndWithoutAPI/Encoder/LoginPage,Chrome 126.0.0.0,,,24-06-2024 14:53:14,24-06-2024 14:53:36,21.950s,PASSED
encoder.LoginForibpsEncoder.login(),Chrome 126.0.0.0,,,24-06-2024 14:53:15,24-06-2024 14:53:34,19.034s,PASSED
Video,Chrome 126.0.0.0,,,24-06-2024 14:53:36,24-06-2024 14:53:36,0.002s,PASSED
,,,,,,,
Test Cases/Paper_STPWithAndWithoutAPI/Encoder/HomePage,Chrome 126.0.0.0,,,24-06-2024 14:53:36,24-06-2024 14:54:03,27.504s,PASSED
encoder.HomePageForibpsEncoder.selectResistration(),Chrome 126.0.0.0,,,24-06-2024 14:53:36,24-06-2024 14:54:01,25.315s,PASSED
Video,Chrome 126.0.0.0,,,24-06-2024 14:54:03,24-06-2024 14:54:03,0.002s,PASSED
,,,,,,,
Test Cases/Paper_STPWithAndWithoutAPI/Encoder/ClientInformationWithAPI,Chrome 126.0.0.0,,,24-06-2024 14:54:03,24-06-2024 14:55:18,1m - 14.406s,PASSED
tabSection.CustomerDetail.clientInformationForEncoderPaperBasedWith(),Chrome 126.0.0.0,,,24-06-2024 14:54:03,24-06-2024 14:55:16,1m - 12.136s,PASSED
Video,Chrome 126.0.0.0,,,24-06-2024 14:55:18,24-06-2024 14:55:18,0.001s,PASSED
,,,,,,,
Test Cases/Paper_STPWithAndWithoutAPI/Encoder/CollateralInformationWith,Chrome 126.0.0.0,,,24-06-2024 14:55:18,24-06-2024 14:55:31,13.160s,PASSED
tabSection.CollateralInformation.collateralInformationForEncoderPaperBasedWith(),Chrome 126.0.0.0,,,24-06-2024 14:55:18,24-06-2024 14:55:29,11.013s,PASSED
Video,Chrome 126.0.0.0,,,24-06-2024 14:55:31,24-06-2024 14:55:31,0.001s,PASSED
,,,,,,,
Test Cases/Paper_STPWithAndWithoutAPI/Encoder/LoanInformationWithAPI,Chrome 126.0.0.0,,,24-06-2024 14:55:31,24-06-2024 14:56:25,53.754s,PASSED
"tabSection.LoanInformation.loanInfoForEncoderPaperBased(marketingPromoCode, Downpayment_Amt, Actual_Cashout, loanTerm, insuranceType, loanPurpose, modeOfRelease, Scheduled_Unit_Release_Date, Actual_Unit_Release_Date, Total_CMFCollectedby_Dealer, Payment_Type, PaymentFrequency, Mode_Of_Payment)",Chrome 126.0.0.0,,,24-06-2024 14:55:32,24-06-2024 14:56:23,51.103s,PASSED
Video,Chrome 126.0.0.0,,,24-06-2024 14:56:25,24-06-2024 14:56:25,0.001s,PASSED
,,,,,,,
Test Cases/Paper_STPWithAndWithoutAPI/Encoder/DocumentChecklist,Chrome 126.0.0.0,,,24-06-2024 14:56:25,24-06-2024 14:56:32,7.191s,PASSED
