Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Fulfillment,Chrome 126.0.0.0,,,23-06-2024 15:04:13,23-06-2024 15:07:56,3m - 42.861s,PASSED
,,,,,,,
Test Cases/Paper_STPWithAndWithoutAPI/Fullfillment/LoginPage,Chrome 126.0.0.0,,,23-06-2024 15:04:13,23-06-2024 15:04:40,26.475s,PASSED
fulfillment.LoginForibpsFullFillment.login(),Chrome 126.0.0.0,,,23-06-2024 15:04:16,23-06-2024 15:04:38,22.010s,PASSED
Video,Chrome 126.0.0.0,,,23-06-2024 15:04:40,23-06-2024 15:04:40,0.003s,PASSED
,,,,,,,
Test Cases/Paper_STPWithAndWithoutAPI/Fullfillment/HomePage,Chrome 126.0.0.0,,,23-06-2024 15:04:40,23-06-2024 15:04:56,16.444s,PASSED
fulfillment.HomePageForibpsFullFillment.selectResistration(),Chrome 126.0.0.0,,,23-06-2024 15:04:40,23-06-2024 15:04:54,14.022s,PASSED
Video,Chrome 126.0.0.0,,,23-06-2024 15:04:56,23-06-2024 15:04:56,0.002s,PASSED
,,,,,,,
Test Cases/Paper_STPWithAndWithoutAPI/Fullfillment/ClientInformation,Chrome 126.0.0.0,,,23-06-2024 15:04:56,23-06-2024 15:05:06,9.842s,PASSED
tabSection.CustomerDetail.clientInformationForFullfillmentPaperbase(),Chrome 126.0.0.0,,,23-06-2024 15:04:57,23-06-2024 15:05:04,7.181s,PASSED
Video,Chrome 126.0.0.0,,,23-06-2024 15:05:06,23-06-2024 15:05:06,0.002s,PASSED
,,,,,,,
Test Cases/Paper_STPWithAndWithoutAPI/Fullfillment/LoanInformation,Chrome 126.0.0.0,,,23-06-2024 15:05:06,23-06-2024 15:05:24,17.631s,PASSED
tabSection.LoanInformation.loanInfoForFullFillmentPaperbase(),Chrome 126.0.0.0,,,23-06-2024 15:05:06,23-06-2024 15:05:22,15.147s,PASSED
Video,Chrome 126.0.0.0,,,23-06-2024 15:05:24,23-06-2024 15:05:24,0.003s,PASSED
,,,,,,,
Test Cases/Paper_STPWithAndWithoutAPI/Fullfillment/DocumentChecklist,Chrome 126.0.0.0,,,23-06-2024 15:05:24,23-06-2024 15:05:32,8.108s,PASSED
tabSection.DocumentCheckList.documentCheckListForFullfillmentPaperbase(),Chrome 126.0.0.0,,,23-06-2024 15:05:24,23-06-2024 15:05:30,5.820s,PASSED
Video,Chrome 126.0.0.0,,,23-06-2024 15:05:32,23-06-2024 15:05:32,0.002s,PASSED
,,,,,,,
Test Cases/Paper_STPWithAndWithoutAPI/Fullfillment/CollateralInformation,Chrome 126.0.0.0,,,23-06-2024 15:05:32,23-06-2024 15:05:38,6.519s,PASSED
tabSection.CollateralInformation.collateralInformationForFullfillmentPaperbased(),Chrome 126.0.0.0,,,23-06-2024 15:05:32,23-06-2024 15:05:36,4.096s,PASSED
Video,Chrome 126.0.0.0,,,23-06-2024 15:05:38,23-06-2024 15:05:38,0.002s,PASSED
,,,,,,,
Test Cases/Paper_STPWithAndWithoutAPI/Fullfillment/CheckEligibility,Chrome 126.0.0.0,,,23-06-2024 15:05:38,23-06-2024 15:05:45,6.322s,PASSED
tabSection.CheckEligibility.checkEligibilityForFullfillmentPaperbase(),Chrome 126.0.0.0,,,23-06-2024 15:05:39,23-06-2024 15:05:43,3.973s,PASSED
Video,Chrome 126.0.0.0,,,23-06-2024 15:05:45,23-06-2024 15:05:45,0.002s,PASSED
,,,,,,,
Test Cases/Paper_STPWithAndWithoutAPI/Fullfillment/CreditEvaluation,Chrome 126.0.0.0,,,23-06-2024 15:05:45,23-06-2024 15:05:51,6.174s,PASSED
tabSection.CreditEvaluation.creditEvaluationForFullfillmentPaperbased(),Chrome 126.0.0.0,,,23-06-2024 15:05:45,23-06-2024 15:05:49,3.903s,PASSED
Video,Chrome 126.0.0.0,,,23-06-2024 15:05:51,23-06-2024 15:05:51,0.001s,PASSED
,,,,,,,
Test Cases/Paper_STPWithAndWithoutAPI/Fullfillment/Deviations,Chrome 126.0.0.0,,,23-06-2024 15:05:51,23-06-2024 15:05:57,6.305s,PASSED
tabSection.Deviation.deviationForFullfillmentPaperbased(),Chrome 126.0.0.0,,,23-06-2024 15:05:51,23-06-2024 15:05:55,3.924s,PASSED
Video,Chrome 126.0.0.0,,,23-06-2024 15:05:57,23-06-2024 15:05:57,0.003s,PASSED
,,,,,,,
Test Cases/Paper_STPWithAndWithoutAPI/Fullfillment/CreditInvestigation,Chrome 126.0.0.0,,,23-06-2024 15:05:57,23-06-2024 15:06:04,6.768s,PASSED
tabSection.CreditInvestigation.creditInvestigationForFullfillmentPaperbased(),Chrome 126.0.0.0,,,23-06-2024 15:05:57,23-06-2024 15:06:02,4.510s,PASSED
Video,Chrome 126.0.0.0,,,23-06-2024 15:06:04,23-06-2024 15:06:04,0.002s,PASSED
,,,,,,,
Test Cases/Paper_STPWithAndWithoutAPI/Fullfillment/InsuranceInformation,Chrome 126.0.0.0,,,23-06-2024 15:06:04,23-06-2024 15:06:19,14.910s,PASSED
tabSection.InsuranceInformation.insuranceInformationForFullfillmentPaperbase(),Chrome 126.0.0.0,,,23-06-2024 15:06:04,23-06-2024 15:06:17,12.606s,PASSED
Video,Chrome 126.0.0.0,,,23-06-2024 15:06:19,23-06-2024 15:06:19,0.001s,PASSED
,,,,,,,
